city_id,city_name,ebird_species_name,total_city_checklists,total_city_locations,total_city_effort,seasonal,presence,origin,total_presence_checklists,total_presence_effort,total_presence_locations,percentage_checklists,percentage_effort,percentage_locations
1215,Ceilândia,Patagioenas plumbea,47,17,1464,Resident,Extant,Native,0,0,0,0,0,0
1215,Ceilândia,Uropelia campestris,47,17,1464,Resident,Extant,Native,0,0,0,0,0,0
1215,Ceilândia,Zenaida auriculata,47,17,1464,Resident,Extant,Native,0,0,0,0,0,0
1219,Novo Hamburgo,Columba livia,188,48,11702,Resident,Extant,Introduced,91,7666,8,48.40425531914894,65.51016920184584,16.666666666666668
1219,Novo Hamburgo,Columbina picui,188,48,11702,Resident,Extant,Native,20,686,14,10.638297872340425,5.862245769953854,29.166666666666668
1219,Novo Hamburgo,Columbina talpacoti,188,48,11702,Resident,Extant,Native,26,1259,18,13.829787234042554,10.758844641941549,37.5
1219,Novo Hamburgo,Leptotila rufaxilla,188,48,11702,Resident,Extant,Native,4,185,2,2.127659574468085,1.5809263373782259,4.166666666666667
1219,Novo Hamburgo,Leptotila verreauxi,188,48,11702,Resident,Extant,Native,3,158,2,1.5957446808510638,1.350196547598701,4.166666666666667
1219,Novo Hamburgo,Patagioenas cayennensis,188,48,11702,Resident,Extant,Native,0,0,0,0,0,0
1219,Novo Hamburgo,Patagioenas picazuro,188,48,11702,Resident,Extant,Native,3,94,2,1.5957446808510638,0.803281490343531,4.166666666666667
1219,Novo Hamburgo,Patagioenas plumbea,188,48,11702,Resident,Extant,Native,0,0,0,0,0,0
1219,Novo Hamburgo,Zenaida auriculata,188,48,11702,Resident,Extant,Native,142,9931,25,75.53191489361703,84.86583490001709,52.083333333333336
1223,Porto Alegre,Columba livia,3389,214,118421,Resident,Extant,Introduced,1628,65781,89,48.0377692534671,55.54842468818875,41.58878504672897
1223,Porto Alegre,Columbina picui,3389,214,118421,Resident,Extant,Native,15,684,12,0.4426084390675716,0.5776002567112252,5.607476635514018
1223,Porto Alegre,Columbina talpacoti,3389,214,118421,Resident,Extant,Native,653,35655,45,19.26822071407495,30.108680048302244,21.02803738317757
1223,Porto Alegre,Leptotila rufaxilla,3389,214,118421,Resident,Extant,Native,0,0,0,0,0,0
1223,Porto Alegre,Leptotila verreauxi,3389,214,118421,Resident,Extant,Native,95,2982,15,2.8031867807612865,2.518134452504201,7.009345794392523
1223,Porto Alegre,Patagioenas cayennensis,3389,214,118421,Resident,Extant,Native,1,12,1,0.029507229271171435,0.010133337837039038,0.4672897196261682
1223,Porto Alegre,Patagioenas picazuro,3389,214,118421,Resident,Extant,Native,245,8914,40,7.229271171437002,7.527381123280499,18.69158878504673
1223,Porto Alegre,Patagioenas plumbea,3389,214,118421,Resident,Extant,Native,0,0,0,0,0,0
1223,Porto Alegre,Zenaida auriculata,3389,214,118421,Resident,Extant,Native,2448,97563,162,72.23369725582768,82.38656994958664,75.70093457943925
1233,Uberlândia,Claravis pretiosa,49,17,1038,Resident,Extant,Native,0,0,0,0,0,0
1233,Uberlândia,Columba livia,49,17,1038,Resident,Extant,Introduced,11,272,5,22.448979591836736,26.204238921001927,29.41176470588235
1233,Uberlândia,Columbina minuta,49,17,1038,Resident,Extant,Native,0,0,0,0,0,0
1233,Uberlândia,Columbina picui,49,17,1038,NA,NA,NA,2,108,1,4.081632653061225,10.404624277456648,5.882352941176471
1233,Uberlândia,Columbina squammata,49,17,1038,Resident,Extant,Native,1,120,1,2.0408163265306123,11.560693641618498,5.882352941176471
1233,Uberlândia,Columbina talpacoti,49,17,1038,Resident,Extant,Native,7,368,6,14.285714285714286,35.45279383429673,35.294117647058826
1233,Uberlândia,Geotrygon montana,49,17,1038,Resident,Extant,Native,0,0,0,0,0,0
1233,Uberlândia,Leptotila rufaxilla,49,17,1038,Resident,Extant,Native,0,0,0,0,0,0
1233,Uberlândia,Leptotila verreauxi,49,17,1038,Resident,Extant,Native,1,120,1,2.0408163265306123,11.560693641618498,5.882352941176471
1233,Uberlândia,Patagioenas cayennensis,49,17,1038,Resident,Extant,Native,0,0,0,0,0,0
1233,Uberlândia,Patagioenas picazuro,49,17,1038,Resident,Extant,Native,16,450,10,32.6530612244898,43.35260115606936,58.8235294117647
1233,Uberlândia,Zenaida auriculata,49,17,1038,Resident,Extant,Native,30,577,12,61.224489795918366,55.58766859344894,70.58823529411765
1247,Curitiba,Columba livia,1267,152,27723,Resident,Extant,Introduced,294,6140,53,23.204419889502763,22.147675215525016,34.86842105263158
1247,Curitiba,Columbina squammata,1267,152,27723,Resident,Extant,Native,0,0,0,0,0,0
1247,Curitiba,Columbina talpacoti,1267,152,27723,Resident,Extant,Native,640,13066,47,50.51302288871349,47.13054142769541,30.92105263157895
1247,Curitiba,Geotrygon montana,1267,152,27723,Resident,Extant,Native,0,0,0,0,0,0
1247,Curitiba,Geotrygon violacea,1267,152,27723,Resident,Extant,Native,0,0,0,0,0,0
1247,Curitiba,Leptotila rufaxilla,1267,152,27723,Resident,Extant,Native,1,45,1,0.07892659826361484,0.1623200952277892,0.6578947368421053
1247,Curitiba,Leptotila verreauxi,1267,152,27723,Resident,Extant,Native,20,2081,14,1.5785319652722967,7.5064026259784296,9.210526315789474
1247,Curitiba,Paraclaravis geoffroyi,1267,152,27723,Resident,Extant,Native,0,0,0,0,0,0
1247,Curitiba,Patagioenas cayennensis,1267,152,27723,Resident,Extant,Native,0,0,0,0,0,0
1247,Curitiba,Patagioenas picazuro,1267,152,27723,Resident,Extant,Native,117,6709,56,9.234411996842937,24.200122641849728,36.8421052631579
1247,Curitiba,Patagioenas plumbea,1267,152,27723,Resident,Extant,Native,0,0,0,0,0,0
1247,Curitiba,Patagioenas speciosa,1267,152,27723,Resident,Extant,Native,0,0,0,0,0,0
1247,Curitiba,Zenaida auriculata,1267,152,27723,Resident,Extant,Native,860,18011,99,67.87687450670876,64.96771633661581,65.13157894736842
1262,Ribeirao Preto,Claravis pretiosa,347,61,17897,Resident,Extant,Native,0,0,0,0,0,0
1262,Ribeirao Preto,Columba livia,347,61,17897,Resident,Extant,Introduced,227,12925,18,65.4178674351585,72.21880762138906,29.508196721311474
1262,Ribeirao Preto,Columbina minuta,347,61,17897,Resident,Extant,Native,1,23,1,0.2881844380403458,0.12851315862993798,1.639344262295082
1262,Ribeirao Preto,Columbina squammata,347,61,17897,Resident,Extant,Native,4,118,3,1.1527377521613833,0.6593283790579427,4.918032786885246
1262,Ribeirao Preto,Columbina talpacoti,347,61,17897,Resident,Extant,Native,102,6886,19,29.394812680115272,38.47572218807621,31.147540983606557
1262,Ribeirao Preto,Geotrygon montana,347,61,17897,Resident,Extant,Native,0,0,0,0,0,0
1262,Ribeirao Preto,Geotrygon violacea,347,61,17897,Resident,Extant,Native,0,0,0,0,0,0
1262,Ribeirao Preto,Leptotila rufaxilla,347,61,17897,Resident,Extant,Native,0,0,0,0,0,0
1262,Ribeirao Preto,Leptotila verreauxi,347,61,17897,Resident,Extant,Native,0,0,0,0,0,0
1262,Ribeirao Preto,Patagioenas cayennensis,347,61,17897,Resident,Extant,Native,1,74,1,0.2881844380403458,0.4134771190702352,1.639344262295082
1262,Ribeirao Preto,Patagioenas picazuro,347,61,17897,Resident,Extant,Native,281,15189,32,80.97982708933718,84.86897245348382,52.459016393442624
1262,Ribeirao Preto,Patagioenas speciosa,347,61,17897,Resident,Extant,Native,0,0,0,0,0,0
1262,Ribeirao Preto,Zenaida auriculata,347,61,17897,Resident,Extant,Native,309,16421,40,89.04899135446686,91.75280773313963,65.57377049180327
1286,Florianópolis,Columba livia,265,76,8202,Resident,Extant,Introduced,74,2061,34,27.92452830188679,25.12801755669349,44.73684210526316
1286,Florianópolis,Columbina talpacoti,265,76,8202,Resident,Extant,Native,159,5586,42,60,68.10534016093635,55.26315789473684
1286,Florianópolis,Geotrygon montana,265,76,8202,Resident,Extant,Native,0,0,0,0,0,0
1286,Florianópolis,Leptotila rufaxilla,265,76,8202,Resident,Extant,Native,2,301,1,0.7547169811320755,3.6698366252133625,1.3157894736842106
1286,Florianópolis,Leptotila verreauxi,265,76,8202,Resident,Extant,Native,20,879,8,7.547169811320755,10.71689831748354,10.526315789473685
1286,Florianópolis,Patagioenas cayennensis,265,76,8202,Resident,Extant,Native,8,533,5,3.018867924528302,6.498415020726652,6.578947368421052
1286,Florianópolis,Patagioenas picazuro,265,76,8202,Resident,Extant,Native,23,1115,12,8.679245283018869,13.594245306022922,15.789473684210526
1286,Florianópolis,Patagioenas plumbea,265,76,8202,Resident,Extant,Native,0,0,0,0,0,0
1286,Florianópolis,Zenaida auriculata,265,76,8202,Resident,Extant,Native,1,60,1,0.37735849056603776,0.731528895391368,1.3157894736842106
1291,Sorocaba,Claravis pretiosa,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Columba livia,164,58,11144,Resident,Extant,Introduced,102,8654,25,62.19512195121951,77.65613783201722,43.10344827586207
1291,Sorocaba,Columbina minuta,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Columbina picui,164,58,11144,NA,NA,NA,1,17,1,0.6097560975609756,0.15254845656855706,1.7241379310344827
1291,Sorocaba,Columbina squammata,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Columbina talpacoti,164,58,11144,Resident,Extant,Native,54,3772,27,32.926829268292686,33.84781048097631,46.55172413793103
1291,Sorocaba,Geotrygon montana,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Geotrygon violacea,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Leptotila rufaxilla,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Leptotila verreauxi,164,58,11144,Resident,Extant,Native,7,400,6,4.2682926829268295,3.589375448671931,10.344827586206897
1291,Sorocaba,Paraclaravis geoffroyi,164,58,11144,Resident,Possibly Extinct,Native,0,0,0,0,0,0
1291,Sorocaba,Patagioenas cayennensis,164,58,11144,Resident,Extant,Native,3,230,2,1.829268292682927,2.0638908829863603,3.4482758620689653
1291,Sorocaba,Patagioenas picazuro,164,58,11144,Resident,Extant,Native,55,4359,23,33.53658536585366,39.11521895190237,39.6551724137931
1291,Sorocaba,Patagioenas plumbea,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Patagioenas speciosa,164,58,11144,Resident,Extant,Native,0,0,0,0,0,0
1291,Sorocaba,Zenaida auriculata,164,58,11144,Resident,Extant,Native,102,8696,28,62.19512195121951,78.03302225412779,48.275862068965516
1296,Campinas,Claravis pretiosa,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Columba livia,1350,141,57948,Resident,Extant,Introduced,458,43340,51,33.925925925925924,74.79119210326499,36.170212765957444
1296,Campinas,Columbina minuta,1350,141,57948,Resident,Extant,Native,1,91,1,0.07407407407407407,0.15703734382549872,0.7092198581560284
1296,Campinas,Columbina squammata,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Columbina talpacoti,1350,141,57948,Resident,Extant,Native,698,42888,37,51.7037037037037,74.01118243942845,26.24113475177305
1296,Campinas,Geotrygon montana,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Geotrygon violacea,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Leptotila rufaxilla,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Leptotila verreauxi,1350,141,57948,Resident,Extant,Native,3,44,3,0.2222222222222222,0.07593014426727411,2.127659574468085
1296,Campinas,Paraclaravis geoffroyi,1350,141,57948,Resident,Possibly Extinct,Native,0,0,0,0,0,0
1296,Campinas,Patagioenas cayennensis,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Patagioenas picazuro,1350,141,57948,Resident,Extant,Native,600,32816,70,44.44444444444444,56.63008214261062,49.645390070921984
1296,Campinas,Patagioenas plumbea,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Patagioenas speciosa,1350,141,57948,Resident,Extant,Native,0,0,0,0,0,0
1296,Campinas,Zenaida auriculata,1350,141,57948,Resident,Extant,Native,979,49382,74,72.51851851851852,85.21778145923932,52.4822695035461
1308,São Paulo,Claravis pretiosa,30369,1654,879475,Resident,Extant,Native,0,0,0,0,0,0
1308,São Paulo,Columba livia,30369,1654,879475,Resident,Extant,Introduced,11969,464639,862,39.411900293062004,52.8314050996333,52.11608222490931
1308,São Paulo,Columbina minuta,30369,1654,879475,Resident,Extant,Native,5,303,5,0.016464157529059237,0.03445237215384178,0.3022974607013301
1308,São Paulo,Columbina picui,30369,1654,879475,NA,NA,NA,1,8,1,0.0032928315058118477,9.09633588220245e-4,0.060459492140266025
1308,São Paulo,Columbina squammata,30369,1654,879475,Resident,Extant,Native,4,419,4,0.01317132602324739,0.04764205918303533,0.2418379685610641
1308,São Paulo,Columbina talpacoti,30369,1654,879475,Resident,Extant,Native,12734,469978,695,41.93091639500807,53.43847181557179,42.019347037484884
1308,São Paulo,Geotrygon montana,30369,1654,879475,Resident,Extant,Native,6,554,5,0.019756989034871084,0.06299212598425197,0.3022974607013301
1308,São Paulo,Geotrygon violacea,30369,1654,879475,Resident,Extant,Native,0,0,0,0,0,0
1308,São Paulo,Leptotila rufaxilla,30369,1654,879475,Resident,Extant,Native,48,2513,13,0.15805591227896867,0.2857386508996845,0.7859733978234583
1308,São Paulo,Leptotila verreauxi,30369,1654,879475,Resident,Extant,Native,218,11306,78,0.7178372682669828,1.2855396685522613,4.71584038694075
1308,São Paulo,Paraclaravis geoffroyi,30369,1654,879475,Resident,Extant,Native,0,0,0,0,0,0
1308,São Paulo,Patagioenas cayennensis,30369,1654,879475,Resident,Extant,Native,79,3043,20,0.26013368895913597,0.3460018761192757,1.2091898428053205
1308,São Paulo,Patagioenas picazuro,30369,1654,879475,Resident,Extant,Native,9699,350947,517,31.93717277486911,39.90414736064129,31.257557436517533
1308,São Paulo,Patagioenas plumbea,30369,1654,879475,Resident,Extant,Native,5,378,5,0.016464157529059237,0.04298018704340658,0.3022974607013301
1308,São Paulo,Patagioenas speciosa,30369,1654,879475,Resident,Extant,Native,0,0,0,0,0,0
1308,São Paulo,Zenaida auriculata,30369,1654,879475,Resident,Extant,Native,9441,285150,504,31.087622246369655,32.42275221012536,30.471584038694076
1317,São Luís,Claravis pretiosa,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1317,São Luís,Columba livia,127,66,5108,Resident,Extant,Introduced,34,1584,19,26.771653543307085,31.01018010963195,28.78787878787879
1317,São Luís,Columbina minuta,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1317,São Luís,Columbina passerina,127,66,5108,Resident,Extant,Native,38,1967,20,29.921259842519685,38.50822239624119,30.303030303030305
1317,São Luís,Columbina squammata,127,66,5108,NA,NA,NA,13,819,9,10.236220472440944,16.033672670321064,13.636363636363637
1317,São Luís,Columbina talpacoti,127,66,5108,Resident,Extant,Native,4,214,4,3.1496062992125986,4.189506656225529,6.0606060606060606
1317,São Luís,Geotrygon montana,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1317,São Luís,Leptotila rufaxilla,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1317,São Luís,Leptotila verreauxi,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1317,São Luís,Patagioenas cayennensis,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1317,São Luís,Patagioenas speciosa,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1317,São Luís,Zenaida auriculata,127,66,5108,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Claravis pretiosa,949,104,62128,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Columba livia,949,104,62128,Resident,Extant,Introduced,439,34583,47,46.25922023182297,55.66411279938192,45.19230769230769
1325,Santos,Columbina minuta,949,104,62128,Resident,Extant,Native,1,15,1,0.1053740779768177,0.02414370332217358,0.9615384615384616
1325,Santos,Columbina talpacoti,949,104,62128,Resident,Extant,Native,401,32704,48,42.2550052687039,52.63971156322431,46.15384615384615
1325,Santos,Geotrygon montana,949,104,62128,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Geotrygon violacea,949,104,62128,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Leptotila rufaxilla,949,104,62128,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Leptotila verreauxi,949,104,62128,Resident,Extant,Native,4,66,2,0.4214963119072708,0.10623229461756374,1.9230769230769231
1325,Santos,Paraclaravis geoffroyi,949,104,62128,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Patagioenas cayennensis,949,104,62128,Resident,Extant,Native,1,34,1,0.1053740779768177,0.05472572753026011,0.9615384615384616
1325,Santos,Patagioenas picazuro,949,104,62128,Resident,Extant,Native,376,34852,43,39.620653319283456,56.097089878959565,41.34615384615385
1325,Santos,Patagioenas plumbea,949,104,62128,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Patagioenas speciosa,949,104,62128,Resident,Extant,Native,0,0,0,0,0,0
1325,Santos,Zenaida auriculata,949,104,62128,Resident,Extant,Native,213,23316,15,22.44467860906217,37.52897244398661,14.423076923076923
1329,Sao Jose dos Campos,Claravis pretiosa,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Columba livia,2334,157,90709,Resident,Extant,Introduced,1197,54780,77,51.2853470437018,60.390920415835254,49.044585987261144
1329,Sao Jose dos Campos,Columbina minuta,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Columbina talpacoti,2334,157,90709,Resident,Extant,Native,938,52614,82,40.188517566409594,58.00306474550486,52.22929936305732
1329,Sao Jose dos Campos,Geotrygon montana,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Geotrygon violacea,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Leptotila rufaxilla,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Leptotila verreauxi,2334,157,90709,Resident,Extant,Native,4,305,4,0.1713796058269066,0.3362400643817041,2.5477707006369426
1329,Sao Jose dos Campos,Paraclaravis geoffroyi,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Patagioenas cayennensis,2334,157,90709,Resident,Extant,Native,3,217,3,0.12853470437017994,0.23922653760927803,1.910828025477707
1329,Sao Jose dos Campos,Patagioenas picazuro,2334,157,90709,Resident,Extant,Native,556,24603,60,23.82176520994002,27.122997717977267,38.21656050955414
1329,Sao Jose dos Campos,Patagioenas plumbea,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Patagioenas speciosa,2334,157,90709,Resident,Extant,Native,0,0,0,0,0,0
1329,Sao Jose dos Campos,Zenaida auriculata,2334,157,90709,Resident,Extant,Native,647,23094,83,27.720651242502143,25.45943621911828,52.86624203821656
1348,Teresina,Claravis pretiosa,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1348,Teresina,Columba livia,59,30,2231,Resident,Extant,Introduced,12,553,9,20.338983050847457,24.78709099058718,30
1348,Teresina,Columbina minuta,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1348,Teresina,Columbina passerina,59,30,2231,Resident,Extant,Native,1,35,1,1.694915254237288,1.568803227252353,3.3333333333333335
1348,Teresina,Columbina picui,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1348,Teresina,Columbina squammata,59,30,2231,Resident,Extant,Native,45,1814,22,76.27118644067797,81.30883012102197,73.33333333333333
1348,Teresina,Columbina talpacoti,59,30,2231,Resident,Extant,Native,17,734,10,28.8135593220339,32.90004482294935,33.333333333333336
1348,Teresina,Geotrygon montana,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1348,Teresina,Leptotila rufaxilla,59,30,2231,Resident,Extant,Native,2,309,2,3.389830508474576,13.850291349170776,6.666666666666667
1348,Teresina,Leptotila verreauxi,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1348,Teresina,Patagioenas cayennensis,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1348,Teresina,Patagioenas picazuro,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1348,Teresina,Zenaida auriculata,59,30,2231,Resident,Extant,Native,0,0,0,0,0,0
1351,Belo Horizonte,Claravis pretiosa,664,166,40539,Resident,Extant,Native,0,0,0,0,0,0
1351,Belo Horizonte,Columba livia,664,166,40539,Resident,Extant,Introduced,273,24616,81,41.1144578313253,60.72177409408224,48.795180722891565
1351,Belo Horizonte,Columbina minuta,664,166,40539,Resident,Extant,Native,0,0,0,0,0,0
1351,Belo Horizonte,Columbina picui,664,166,40539,NA,NA,NA,2,360,2,0.30120481927710846,0.8880337452823207,1.2048192771084338
1351,Belo Horizonte,Columbina squammata,664,166,40539,Resident,Extant,Native,1,210,1,0.15060240963855423,0.5180196847480204,0.6024096385542169
1351,Belo Horizonte,Columbina talpacoti,664,166,40539,Resident,Extant,Native,309,25474,86,46.536144578313255,62.83825452033844,51.80722891566265
1351,Belo Horizonte,Geotrygon montana,664,166,40539,Resident,Extant,Native,0,0,0,0,0,0
1351,Belo Horizonte,Leptotila rufaxilla,664,166,40539,Resident,Extant,Native,1,180,1,0.15060240963855423,0.44401687264116035,0.6024096385542169
1351,Belo Horizonte,Leptotila verreauxi,664,166,40539,Resident,Extant,Native,5,540,3,0.7530120481927711,1.332050617923481,1.8072289156626506
1351,Belo Horizonte,Paraclaravis geoffroyi,664,166,40539,Resident,Possibly Extinct,Native,0,0,0,0,0,0
1351,Belo Horizonte,Patagioenas cayennensis,664,166,40539,Resident,Extant,Native,8,291,7,1.2048192771084338,0.7178272774365426,4.216867469879518
1351,Belo Horizonte,Patagioenas picazuro,664,166,40539,Resident,Extant,Native,408,31461,106,61.44578313253012,77.60674905646414,63.855421686746986
1351,Belo Horizonte,Patagioenas plumbea,664,166,40539,Resident,Extant,Native,2,180,2,0.30120481927710846,0.44401687264116035,1.2048192771084338
1351,Belo Horizonte,Zenaida auriculata,664,166,40539,Resident,Extant,Native,1,180,1,0.15060240963855423,0.44401687264116035,0.6024096385542169
1367,Rio de Janeiro,Claravis pretiosa,3402,498,145763,Resident,Extant,Native,0,0,0,0,0,0
1367,Rio de Janeiro,Columba livia,3402,498,145763,Resident,Extant,Introduced,2145,88291,245,63.051146384479715,60.571612823556045,49.196787148594375
1367,Rio de Janeiro,Columbina minuta,3402,498,145763,Resident,Extant,Native,2,90,1,0.058788947677836566,0.0617440639942921,0.20080321285140562
1367,Rio de Janeiro,Columbina talpacoti,3402,498,145763,Resident,Extant,Native,1307,51551,256,38.418577307466194,35.366313810775026,51.40562248995984
1367,Rio de Janeiro,Geotrygon montana,3402,498,145763,Resident,Extant,Native,0,0,0,0,0,0
1367,Rio de Janeiro,Geotrygon violacea,3402,498,145763,Resident,Extant,Native,0,0,0,0,0,0
1367,Rio de Janeiro,Leptotila rufaxilla,3402,498,145763,Resident,Extant,Native,6,357,4,0.1763668430335097,0.244918120510692,0.8032128514056225
1367,Rio de Janeiro,Leptotila verreauxi,3402,498,145763,Resident,Extant,Native,101,4603,21,2.9688418577307467,3.1578658507302952,4.216867469879518
1367,Rio de Janeiro,Paraclaravis geoffroyi,3402,498,145763,Resident,Extant,Native,0,0,0,0,0,0
1367,Rio de Janeiro,Patagioenas cayennensis,3402,498,145763,Resident,Extant,Native,0,0,0,0,0,0
1367,Rio de Janeiro,Patagioenas picazuro,3402,498,145763,NA,NA,NA,429,23471,119,12.610229276895943,16.102165844555888,23.895582329317268
1367,Rio de Janeiro,Patagioenas plumbea,3402,498,145763,Resident,Extant,Native,1,40,1,0.029394473838918283,0.02744180621968538,0.20080321285140562
1367,Rio de Janeiro,Patagioenas speciosa,3402,498,145763,Resident,Extant,Native,0,0,0,0,0,0
1367,Rio de Janeiro,Zenaida auriculata,3402,498,145763,Resident,Extant,Native,2,120,2,0.058788947677836566,0.08232541865905614,0.40160642570281124
1378,Sao Goncalo,Claravis pretiosa,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1378,Sao Goncalo,Columba livia,2870,60,171118,Resident,Extant,Introduced,1711,131289,37,59.616724738675956,76.7242487640108,61.666666666666664
1378,Sao Goncalo,Columbina minuta,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1378,Sao Goncalo,Columbina squammata,2870,60,171118,NA,NA,NA,1,37,1,0.03484320557491289,0.021622506106896994,1.6666666666666667
1378,Sao Goncalo,Columbina talpacoti,2870,60,171118,Resident,Extant,Native,532,30170,34,18.536585365853657,17.631108357975197,56.666666666666664
1378,Sao Goncalo,Geotrygon montana,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1378,Sao Goncalo,Geotrygon violacea,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1378,Sao Goncalo,Leptotila rufaxilla,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1378,Sao Goncalo,Leptotila verreauxi,2870,60,171118,Resident,Extant,Native,86,2832,5,2.9965156794425085,1.6549983052630348,8.333333333333334
1378,Sao Goncalo,Paraclaravis geoffroyi,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1378,Sao Goncalo,Patagioenas cayennensis,2870,60,171118,Resident,Extant,Native,1,230,1,0.03484320557491289,0.13441017309692727,1.6666666666666667
1378,Sao Goncalo,Patagioenas picazuro,2870,60,171118,NA,NA,NA,247,7408,16,8.606271777003485,4.329176357834944,26.666666666666668
1378,Sao Goncalo,Patagioenas plumbea,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1378,Sao Goncalo,Patagioenas speciosa,2870,60,171118,Resident,Extant,Native,1,230,1,0.03484320557491289,0.13441017309692727,1.6666666666666667
1378,Sao Goncalo,Zenaida auriculata,2870,60,171118,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Claravis pretiosa,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Columba livia,154,62,7410,Resident,Extant,Introduced,71,4082,33,46.103896103896105,55.08771929824562,53.225806451612904
1406,Vila Velha,Columbina minuta,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Columbina picui,154,62,7410,NA,NA,NA,3,203,2,1.948051948051948,2.739541160593792,3.225806451612903
1406,Vila Velha,Columbina talpacoti,154,62,7410,Resident,Extant,Native,81,4876,31,52.5974025974026,65.8029689608637,50
1406,Vila Velha,Geotrygon montana,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Geotrygon violacea,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Leptotila rufaxilla,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Leptotila verreauxi,154,62,7410,Resident,Extant,Native,1,60,1,0.6493506493506493,0.8097165991902834,1.6129032258064515
1406,Vila Velha,Paraclaravis geoffroyi,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Patagioenas cayennensis,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Patagioenas picazuro,154,62,7410,NA,NA,NA,35,2630,18,22.727272727272727,35.49257759784076,29.032258064516128
1406,Vila Velha,Patagioenas plumbea,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Patagioenas speciosa,154,62,7410,Resident,Extant,Native,0,0,0,0,0,0
1406,Vila Velha,Zenaida auriculata,154,62,7410,Resident,Extant,Native,5,94,3,3.2467532467532467,1.2685560053981106,4.838709677419355
